mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,rank_train_f1_score,rank_train_accuracy,rank_train_recall,rank_train_precision
0.6213443279266357,0.005035199426394018,38.5646080493927,0.28388020088661475,manhattan,37,distance,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 37, 'weights': 'distance'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024049881235154395,0.0024049881235154395,0.0023752969121140144,0.0023752969121140144,0.002376425855513308,0.002387399185354443,1.4367223073628747e-05,11,0.0023830027319159046,0.0023830027319159046,0.002390426416439007,0.002390426416439007,0.002390142517814727,0.00238740016290491,3.59198357353701e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004631747483989021,0.004631747483989021,0.004576659038901602,0.004576659038901602,0.004578754578754579,0.004599113524907165,2.665650068071377e-05,11,0.004590961098398169,0.004590961098398169,0.0046047363001944855,0.0046047363001944855,0.004604209563029055,0.004599120872042873,6.665202989711655e-06,11,4,1,11
1.3404437065124513,0.5902335083754942,2.1152340888977053,0.6876655844298852,cosine,45,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 45, 'weights': 'uniform'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024061311787072245,0.0024061311787072245,0.002376425855513308,0.002376425855513308,0.002376425855513308,0.0023883079847908744,1.455257689391159e-05,4,0.002383285816108339,0.002383285816108339,0.0023907103825136613,0.0023907103825136613,0.002390142517814727,0.0023876269830117453,3.550607849039431e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004633867276887872,0.004633867276887872,0.004578754578754579,0.004578754578754579,0.004578754578754579,0.0046007996580078965,2.699959775492131e-05,4,0.004591486440096121,0.004591486440096121,0.004605263157894736,0.004605263157894736,0.004604209563029055,0.004599541751802154,6.588376588586607e-06,4,4,1,4
0.6437950611114502,0.02973475478661832,38.63711166381836,0.2148072096678166,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024049881235154395,0.0024049881235154395,0.0023752969121140144,0.0023752969121140144,0.002376425855513308,0.002387399185354443,1.4367223073628747e-05,11,0.0023830027319159046,0.0023830027319159046,0.002390426416439007,0.002390426416439007,0.002390142517814727,0.00238740016290491,3.59198357353701e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004631747483989021,0.004631747483989021,0.004576659038901602,0.004576659038901602,0.004578754578754579,0.004599113524907165,2.665650068071377e-05,11,0.004590961098398169,0.004590961098398169,0.0046047363001944855,0.0046047363001944855,0.004604209563029055,0.004599120872042873,6.665202989711655e-06,11,4,1,11
1.7911852836608886,1.3161113744870208,1.6066285133361817,0.5024977815382975,cosine,11,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 11, 'weights': 'distance'})",0.04133016627078385,0.04133016627078385,0.04180522565320665,0.04180522565320665,0.04182509505703422,0.04161917578100304,0.00023608678579261377,1,0.04192897018648296,0.04192897018648296,0.041810191234113316,0.041810191234113316,0.04204275534441805,0.04190421563712212,8.72926144047508e-05,0.0025843631178707224,0.0025843631178707224,0.0026140684410646386,0.0026140684410646386,0.0026140684410646386,0.002602186311787072,1.4552576893911379e-05,1,0.002620871941078641,0.002620871941078641,0.002613447374673319,0.002613447374673319,0.002627672209026128,0.00261926216810601,5.357894580049589e-06,0.06178977272727273,0.06178977272727273,0.06179775280898876,0.06179775280898876,0.0625,0.06193501021450459,0.00028251743445206095,18,0.062323446327683614,0.062323446327683614,0.06232294617563739,0.06232294617563739,0.0625,0.0623585570013284,7.072185304923293e-05,0.004961222627737226,0.004961222627737226,0.005015959872321021,0.005015959872321021,0.005018248175182482,0.004994522635059796,2.7202178266703934e-05,1,0.005030209758321934,0.005030209758321934,0.005016531752365751,0.005016531752365751,0.005043309778892182,0.0050273585600535105,1.0051264348193924e-05,1,1,18,1
1.344958782196045,0.8669211299858665,2.347190093994141,0.7642596944063104,cosine,24,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 24, 'weights': 'distance'})",0.04133016627078385,0.04133016627078385,0.04180522565320665,0.04180522565320665,0.04182509505703422,0.04161917578100304,0.00023608678579261377,1,0.04192897018648296,0.04192897018648296,0.041810191234113316,0.041810191234113316,0.04204275534441805,0.04190421563712212,8.72926144047508e-05,0.0025843631178707224,0.0025843631178707224,0.0026140684410646386,0.0026140684410646386,0.0026140684410646386,0.002602186311787072,1.4552576893911379e-05,1,0.002620871941078641,0.002620871941078641,0.002613447374673319,0.002613447374673319,0.002627672209026128,0.00261926216810601,5.357894580049589e-06,0.06178977272727273,0.06178977272727273,0.06179775280898876,0.06179775280898876,0.0625,0.06193501021450459,0.00028251743445206095,18,0.062323446327683614,0.062323446327683614,0.06232294617563739,0.06232294617563739,0.0625,0.0623585570013284,7.072185304923293e-05,0.004961222627737226,0.004961222627737226,0.005015959872321021,0.005015959872321021,0.005018248175182482,0.004994522635059796,2.7202178266703934e-05,1,0.005030209758321934,0.005030209758321934,0.005016531752365751,0.005016531752365751,0.005043309778892182,0.0050273585600535105,1.0051264348193924e-05,1,1,18,1
1.1389058113098145,0.5818007300346605,2.1354751586914062,0.9454226117170054,cosine,48,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 48, 'weights': 'uniform'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024061311787072245,0.0024061311787072245,0.002376425855513308,0.002376425855513308,0.002376425855513308,0.0023883079847908744,1.455257689391159e-05,4,0.002383285816108339,0.002383285816108339,0.0023907103825136613,0.0023907103825136613,0.002390142517814727,0.0023876269830117453,3.550607849039431e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004633867276887872,0.004633867276887872,0.004578754578754579,0.004578754578754579,0.004578754578754579,0.0046007996580078965,2.699959775492131e-05,4,0.004591486440096121,0.004591486440096121,0.004605263157894736,0.004605263157894736,0.004604209563029055,0.004599541751802154,6.588376588586607e-06,4,4,1,4
0.6223948478698731,0.006964918409088146,38.610402297973636,0.23534844512220343,manhattan,40,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'uniform'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024049881235154395,0.0024049881235154395,0.0023752969121140144,0.0023752969121140144,0.002376425855513308,0.002387399185354443,1.4367223073628747e-05,11,0.0023830027319159046,0.0023830027319159046,0.002390426416439007,0.002390426416439007,0.002390142517814727,0.00238740016290491,3.59198357353701e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004631747483989021,0.004631747483989021,0.004576659038901602,0.004576659038901602,0.004578754578754579,0.004599113524907165,2.665650068071377e-05,11,0.004590961098398169,0.004590961098398169,0.0046047363001944855,0.0046047363001944855,0.004604209563029055,0.004599120872042873,6.665202989711655e-06,11,4,1,11
0.6241085052490234,0.004551180936651302,38.6029456615448,0.33682248384451613,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024049881235154395,0.0024049881235154395,0.0023752969121140144,0.0023752969121140144,0.002376425855513308,0.002387399185354443,1.4367223073628747e-05,11,0.0023830027319159046,0.0023830027319159046,0.002390426416439007,0.002390426416439007,0.002390142517814727,0.00238740016290491,3.59198357353701e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004631747483989021,0.004631747483989021,0.004576659038901602,0.004576659038901602,0.004578754578754579,0.004599113524907165,2.665650068071377e-05,11,0.004590961098398169,0.004590961098398169,0.0046047363001944855,0.0046047363001944855,0.004604209563029055,0.004599120872042873,6.665202989711655e-06,11,4,1,11
0.9685541152954101,0.3726407267632283,2.4984086990356444,0.8903097160856198,cosine,36,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 36, 'weights': 'distance'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024061311787072245,0.0024061311787072245,0.002376425855513308,0.002376425855513308,0.002376425855513308,0.0023883079847908744,1.455257689391159e-05,4,0.002383285816108339,0.002383285816108339,0.0023907103825136613,0.0023907103825136613,0.002390142517814727,0.0023876269830117453,3.550607849039431e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004633867276887872,0.004633867276887872,0.004578754578754579,0.004578754578754579,0.004578754578754579,0.0046007996580078965,2.699959775492131e-05,4,0.004591486440096121,0.004591486440096121,0.004605263157894736,0.004605263157894736,0.004604209563029055,0.004599541751802154,6.588376588586607e-06,4,4,1,4
0.625978946685791,0.007082400075772206,2.383223295211792,0.03359294777805644,euclidean,42,distance,"OrderedDict({'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'distance'})",0.03847980997624703,0.03847980997624703,0.03800475059382423,0.03800475059382423,0.03802281368821293,0.038198386965671086,0.00022987556917805995,4,0.03812804371065447,0.03812804371065447,0.038246822663024115,0.038246822663024115,0.03824228028503563,0.03819840260647856,5.747173717659216e-05,0.0024049881235154395,0.0024049881235154395,0.0023752969121140144,0.0023752969121140144,0.002376425855513308,0.002387399185354443,1.4367223073628747e-05,11,0.0023830027319159046,0.0023830027319159046,0.002390426416439007,0.002390426416439007,0.002390142517814727,0.00238740016290491,3.59198357353701e-06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.004631747483989021,0.004631747483989021,0.004576659038901602,0.004576659038901602,0.004578754578754579,0.004599113524907165,2.665650068071377e-05,11,0.004590961098398169,0.004590961098398169,0.0046047363001944855,0.0046047363001944855,0.004604209563029055,0.004599120872042873,6.665202989711655e-06,11,4,1,11
