mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,rank_train_accuracy,rank_train_f1_score,rank_train_recall,rank_train_precision
0.010272216796875,0.002204931077984048,4.2749556541442875,0.011755971919945783,manhattan,37,distance,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 37, 'weights': 'distance'})",0.7126315789473684,0.7215789473684211,0.7157894736842105,0.7263157894736842,0.7252631578947368,0.7203157894736842,0.0053217788041114,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7081587454917884,0.7057210275567257,0.7102740325892805,0.7222426633258122,0.7229861859502231,0.7138765309827659,0.007282324982250315,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7058333333333332,0.7163888888888889,0.7077777777777778,0.7236111111111111,0.7194444444444446,0.7146111111111111,0.006800962168675363,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6933092284782951,0.6983973260608137,0.6936039090057379,0.7095627009775245,0.7085315834293358,0.7006809495903414,0.0070733255459114654,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
0.01517953872680664,0.00447299186263888,0.47494029998779297,0.06254180049086559,cosine,45,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 45, 'weights': 'uniform'})",0.6989473684210527,0.7115789473684211,0.7068421052631579,0.7157894736842105,0.7194736842105263,0.7105263157894737,0.007162537194191137,17,0.7263157894736842,0.7277631578947369,0.7263157894736842,0.7231578947368421,0.7263157894736842,0.7259736842105263,0.001515387373567169,0.6947435391601529,0.6967863248212127,0.7030588623647043,0.7180833166102585,0.7166823470323099,0.7058708779977276,0.009800874731309049,17,0.7256070989298665,0.729817863149754,0.7247076265915999,0.720109694973935,0.7196237700206516,0.7239732107331615,0.003773945089602381,0.6913888888888889,0.7077777777777778,0.6991666666666667,0.7130555555555556,0.7147222222222221,0.7052222222222222,0.008788319970348936,17,0.7216666666666667,0.7220833333333333,0.7214583333333333,0.7171527777777778,0.7209027777777778,0.7206527777777778,0.0017908589910782878,0.6759595862070479,0.6896869217918833,0.6835572518904363,0.6973479438369529,0.7008243871375264,0.6894752181727694,0.00903905853889781,17,0.7071149718560946,0.708111633171616,0.7073414926417442,0.7014428883350979,0.7061854373863841,0.7060392846781874,0.0023788945634541994,17,17,17,19
0.013708257675170898,0.0004703363891994534,4.266795825958252,0.020167934559381664,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.6994736842105264,0.708421052631579,0.71,0.7094736842105264,0.7121052631578947,0.7078947368421054,0.004378238809070589,19,0.7252631578947368,0.7260526315789474,0.7243421052631579,0.7231578947368421,0.7257894736842105,0.7249210526315789,0.0010578816443285195,0.6967108676397974,0.6957335749176426,0.7059633724394515,0.7165594636483065,0.7033803497182869,0.703669525672697,0.0075219424717622545,19,0.7250934096783367,0.724197614213557,0.7236152433829907,0.7210408262076368,0.7259815432400916,0.7239857273445225,0.0016771904101027203,0.6916666666666668,0.7041666666666665,0.7027777777777778,0.7063888888888888,0.7066666666666668,0.7023333333333334,0.005523798120769073,19,0.7201388888888889,0.7201388888888889,0.7192361111111111,0.716875,0.7198611111111111,0.71925,0.001232438363971035,0.6784052441295448,0.6856064079641292,0.6873811289316616,0.6913835011267307,0.6906307118294928,0.6866813987963118,0.004644282579250022,19,0.7051054813074707,0.7058372958822626,0.7056866666663536,0.7014110701887019,0.7066955359635042,0.7049472100016586,0.0018398384323465523,18,18,19,17
0.022945976257324217,0.014495202259146418,0.3738692760467529,0.014626227014066741,cosine,11,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 11, 'weights': 'distance'})",0.74,0.7336842105263158,0.7310526315789474,0.7468421052631579,0.7463157894736843,0.7395789473684211,0.006415010099028448,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7260609604291988,0.7155428288218302,0.7241500785220287,0.7358010469594823,0.7380653235480125,0.7279240476561105,0.008196354209078738,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.732777777777778,0.7291666666666666,0.7225,0.7430555555555556,0.741111111111111,0.7337222222222223,0.007606446259019899,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7219293661655677,0.7158862644720525,0.7130271762085075,0.7311435336266249,0.7319124641312826,0.7227797609208071,0.0077034451371386144,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
0.017066764831542968,0.004466320352743877,0.4015188217163086,0.04226877477499732,cosine,24,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 24, 'weights': 'distance'})",0.7242105263157895,0.7357894736842105,0.7242105263157895,0.7342105263157894,0.7342105263157894,0.7305263157894736,0.00518895054478575,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7171746358297626,0.7188432962706851,0.714963648015711,0.7313839127964386,0.726320203194085,0.7217371392213364,0.006150376624588715,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7177777777777777,0.7311111111111113,0.716388888888889,0.7308333333333334,0.7288888888888889,0.725,0.0065239350391510095,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7055326002146767,0.7149677743651869,0.702653422161577,0.7170721795940892,0.7160001756413265,0.7112452303953714,0.005947663191058478,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
0.014902019500732422,0.0028893787308201173,0.41734905242919923,0.020004114445149362,cosine,48,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 48, 'weights': 'uniform'})",0.7010526315789474,0.7073684210526315,0.7089473684210527,0.7152631578947368,0.7126315789473684,0.7090526315789474,0.004862656615768876,18,0.7271052631578947,0.7265789473684211,0.7232894736842105,0.723421052631579,0.7238157894736842,0.7248421052631578,0.0016505686084807155,0.7031701051727475,0.6967536265589526,0.7050732898821891,0.7110562111242917,0.7057225979474716,0.7043551661371306,0.004614701481938317,18,0.7259951236131051,0.7289140943442911,0.7217474291837335,0.7203574160189398,0.7186344057552075,0.7231296937830554,0.0037808404314655696,0.6936111111111112,0.7036111111111111,0.7019444444444445,0.7122222222222221,0.7077777777777778,0.7038333333333333,0.0062296582550977865,18,0.7221527777777779,0.7211805555555556,0.7186111111111111,0.7170833333333334,0.7177083333333333,0.7193472222222222,0.001979154483393328,0.6790796531806104,0.6865032507866401,0.685072705747114,0.6963527381848132,0.6928173274644881,0.6879651350727332,0.006055587477648222,18,0.7075406443760763,0.7069510024141434,0.7043189456839563,0.7014860572837469,0.703702232824895,0.7047997765165637,0.0022161527512504545,20,20,18,20
0.020434188842773437,0.001808772077486937,4.266033458709717,0.013513577381820288,manhattan,40,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'uniform'})",0.7073684210526315,0.7142105263157895,0.7136842105263158,0.7194736842105263,0.7131578947368421,0.7135789473684211,0.0038446278668946687,16,0.7313157894736843,0.7307894736842105,0.73,0.7267105263157895,0.734078947368421,0.7305789473684211,0.0023722191767867277,0.7046558876493401,0.6983424391118545,0.7130473117777549,0.7196224366327625,0.7059311194372723,0.7083198389217968,0.007331803888401133,16,0.7335045787946065,0.7310267717220905,0.7274204242222394,0.7246341762733768,0.7333188413450529,0.7299809584714733,0.0034581932603566672,0.7,0.7086111111111111,0.7052777777777778,0.7166666666666668,0.7069444444444444,0.7075,0.00541773493739334,16,0.7260416666666667,0.7245833333333334,0.7252083333333333,0.7204166666666666,0.7279166666666667,0.7248333333333333,0.002476977324617001,0.6862145302977858,0.6895424771791703,0.6903888332109105,0.7029279905439814,0.6920174606490952,0.6922182583761887,0.005679613281239013,16,0.7124352170773872,0.7107558068481773,0.712279917565416,0.7056408096539039,0.7141192211437739,0.7110461944577317,0.00290508035684771,16,16,16,16
0.012547492980957031,0.0036397373816292925,4.284495639801025,0.011259422473306106,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.6994736842105264,0.708421052631579,0.71,0.7094736842105264,0.7121052631578947,0.7078947368421054,0.004378238809070589,19,0.7252631578947368,0.7260526315789474,0.7243421052631579,0.7231578947368421,0.7257894736842105,0.7249210526315789,0.0010578816443285195,0.6967108676397974,0.6957335749176426,0.7059633724394515,0.7165594636483065,0.7033803497182869,0.703669525672697,0.0075219424717622545,19,0.7250934096783367,0.724197614213557,0.7236152433829907,0.7210408262076368,0.7259815432400916,0.7239857273445225,0.0016771904101027203,0.6916666666666668,0.7041666666666665,0.7027777777777778,0.7063888888888888,0.7066666666666668,0.7023333333333334,0.005523798120769073,19,0.7201388888888889,0.7201388888888889,0.7192361111111111,0.716875,0.7198611111111111,0.71925,0.001232438363971035,0.6784052441295448,0.6856064079641292,0.6873811289316616,0.6913835011267307,0.6906307118294928,0.6866813987963118,0.004644282579250022,19,0.7051054813074707,0.7058372958822626,0.7056866666663536,0.7014110701887019,0.7066955359635042,0.7049472100016586,0.0018398384323465523,18,18,19,17
0.013603830337524414,0.0008910537664742913,0.402539587020874,0.034274755818704906,cosine,36,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 36, 'weights': 'distance'})",0.7173684210526315,0.728421052631579,0.7136842105263158,0.73,0.7305263157894737,0.724,0.007050274547216991,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7130634578475527,0.7141476934344504,0.701083630699903,0.7321899570811029,0.7293297104793393,0.7179628899084697,0.011446253538253083,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7108333333333333,0.7241666666666667,0.706111111111111,0.7261111111111112,0.7250000000000001,0.7184444444444444,0.008301048572765275,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6985652059155661,0.7071512955966954,0.6913672739255681,0.7129890968908061,0.7141347967903919,0.7048415338238055,0.008706669762445076,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
0.010241413116455078,0.0027384181417605628,0.36253743171691893,0.005386745175414961,euclidean,42,distance,"OrderedDict({'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'distance'})",0.7105263157894737,0.7189473684210527,0.7105263157894737,0.7257894736842105,0.7194736842105263,0.7170526315789474,0.005847555542034175,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7051186519700244,0.7061516458883755,0.7018824941298395,0.7186133193973562,0.7160153851693092,0.7095562993109809,0.006540964268043828,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7033333333333334,0.7152777777777778,0.7030555555555555,0.7222222222222223,0.7144444444444444,0.7116666666666667,0.007426595517978253,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6882990162404999,0.6979302044795945,0.6892184980644591,0.7063053477817518,0.7011996282579859,0.6965905389648582,0.006935593042817578,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
