mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,rank_train_f1_score,rank_train_precision,rank_train_recall,rank_train_accuracy
0.0084136962890625,0.0003869890224778177,1.4508573055267333,0.058177980668738354,manhattan,37,distance,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 37, 'weights': 'distance'})",0.962214983713355,0.9713355048859935,0.968729641693811,0.9596091205211726,0.9667535853976532,0.9657285672423971,0.004272885610689181,15,0.9995113210620622,0.9993484280827496,0.9995113210620622,0.9996742140413748,0.9995114006514658,0.999511336979943,0.00010302257081460303,0.9275427486877779,0.9453561897525598,0.9248846354938887,0.9174811675175887,0.9201511152718979,0.9270831713447425,0.009789789087083419,19,0.9983137382330931,0.9977488781294284,0.9982954545454545,0.9988584474885844,0.9983190229749863,0.9983071082743095,0.000350975084498382,0.8531874793898482,0.8723483298307064,0.875951026566081,0.8386229448866658,0.8710568409400207,0.8622333243226645,0.014195918176883834,14,0.9983574665090622,0.9978213990310765,0.9983974358974359,0.9989316239316239,0.9983601333464065,0.998373611743121,0.00035137626782440353,0.8780241180504746,0.9007263765084168,0.8960794722957519,0.8643895580544118,0.8898410300557285,0.8858121109929566,0.013142791341865362,14,0.9983343756309183,0.9977802496357837,0.9983354248173028,0.9988901248178919,0.9983383574737151,0.9983357064751223,0.00035097603263992746,12,14,12,12
0.008878993988037109,0.0017949166253975503,0.210103178024292,0.022865865303905674,cosine,45,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 45, 'weights': 'uniform'})",0.9648208469055375,0.9693811074918567,0.9700325732899023,0.9609120521172638,0.9615384615384616,0.9653370082686044,0.0038125761933851263,16,0.9657924743443558,0.9656295813650432,0.9651409024271054,0.9659553673236684,0.9664495114006515,0.9657935673721649,0.00042645185626629024,0.9337994211167591,0.9433195160388139,0.9477952815465591,0.9261776615864319,0.9002939568598103,0.9302771674296748,0.016764201828457514,18,0.9355365444230423,0.9355938919382016,0.9342878513852256,0.9347964417762895,0.9349335206199209,0.935029650028536,0.0004876890482958885,0.867281489341309,0.8508052784567273,0.8762015632438112,0.8242801114437783,0.8234426868001175,0.8484022258571485,0.021632657739396596,18,0.8397924110227488,0.8498651251604277,0.8391783325909706,0.8491036714405197,0.861981661004588,0.8479842402438509,0.008311061518306203,0.891478727607375,0.8823496016868231,0.9040754017307523,0.8545621473769218,0.8474677153658547,0.8759867187535454,0.021641666025714903,18,0.8701725057221505,0.8789167838297387,0.8690135397091306,0.8783976456273244,0.8894844128201931,0.8771969775417073,0.007371462030649585,17,16,17,16
0.00806732177734375,0.0004473507565940453,1.7011034488677979,0.12975798124911345,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.9628664495114007,0.9680781758957655,0.9680781758957655,0.9596091205211726,0.9621903520208605,0.964164454768993,0.0033754228041706943,19,0.9648151164684802,0.9646522234891676,0.9640006515719173,0.9651409024271054,0.965472312703583,0.9648162413320506,0.0004955651816104489,0.9313856291300922,0.9434475113082392,0.9430019780047318,0.9246295865465225,0.9249597313692819,0.9334848872717736,0.0083106006107039,13,0.9333518252346011,0.9310167439081627,0.9332902021219521,0.9292943322941623,0.9358093050638523,0.9325524817245461,0.0022254935653309017,0.861032146692372,0.8464487934462455,0.873824687347827,0.8118170465220068,0.8229539774274794,0.8432153302871861,0.023070334256733993,19,0.8380914644031903,0.839322210519635,0.8350922457122314,0.8473910314620053,0.8498397880415913,0.8419473480277307,0.005668790204679629,0.8864944956656967,0.8793531038189328,0.9009137454646095,0.8400541363566266,0.8519402715748443,0.871751150576142,0.02246234402461311,19,0.8681925774753392,0.8684532633743243,0.8649043047235404,0.8759741827942062,0.8799379162448139,0.8714924489224447,0.005566710000339214,19,19,19,19
0.008954954147338868,0.002415109566524438,0.19952850341796874,0.04895957900354262,cosine,11,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 11, 'weights': 'distance'})",0.9667752442996743,0.9758957654723127,0.9739413680781759,0.968729641693811,0.9713168187744459,0.9713317676636841,0.0033218452257631386,1,0.9996742140413748,0.9995113210620622,0.9996742140413748,0.9996742140413748,0.9996742671009772,0.9996416460574327,6.51625009256252e-05,0.9359599618394344,0.9531754522708606,0.9498063671356701,0.9331758515455186,0.9406688413528179,0.9425572948288604,0.007751088361714948,1,0.9988893814026792,0.998316730322479,0.9988584474885844,0.9988584474885844,0.9988920482400235,0.99876301098847,0.0002236080400260397,0.8918936234200832,0.9218912875017042,0.9124919507816815,0.9072419765907457,0.9279787186433333,0.9122995113875095,0.012488840331079379,2,0.9988893814026792,0.9983555870652645,0.9989316239316239,0.9989316239316239,0.9988920482400235,0.9988000529142431,0.00022298631121629595,0.9101405661195208,0.9359642351828659,0.9291764100673671,0.9180908656124871,0.9327582376106922,0.9252260629185866,0.00965536634247718,2,0.9988893814026792,0.9983349331758103,0.9988901248178919,0.9988901248178919,0.9988920482400235,0.9987793224908593,0.00022219641458716885,1,1,1,1
0.012339019775390625,0.000632061612807135,0.18708691596984864,0.028314365461874685,cosine,24,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 24, 'weights': 'distance'})",0.9674267100977199,0.9739413680781759,0.9732899022801303,0.9635179153094463,0.969361147327249,0.9695074086185442,0.003852063955575429,4,0.9996742140413748,0.9995113210620622,0.9996742140413748,0.9996742140413748,0.9996742671009772,0.9996416460574327,6.51625009256252e-05,0.9320585143750535,0.9427748040204857,0.9334900769769243,0.9249218378611044,0.9348791048540968,0.9336248676175328,0.0057185453598265126,12,0.9988893814026792,0.998316730322479,0.9988584474885844,0.9988584474885844,0.9988920482400235,0.99876301098847,0.0002236080400260397,0.8872801746391829,0.881288094425757,0.8976731408849468,0.8657922823576711,0.910751557774126,0.8885570500163368,0.015155210721035534,5,0.9988893814026792,0.9983555870652645,0.9989316239316239,0.9989316239316239,0.9988920482400235,0.9988000529142431,0.00022298631121629595,0.905509753673701,0.9051112328844708,0.91353038860846,0.8879355147923167,0.921069469493799,0.9066312718905495,0.011037744485941659,5,0.9988893814026792,0.9983349331758103,0.9988901248178919,0.9988901248178919,0.9988920482400235,0.9987793224908593,0.00022219641458716885,1,1,1,1
0.011347579956054687,0.00287666850768657,0.2195277690887451,0.032843676306135584,cosine,48,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 48, 'weights': 'uniform'})",0.965472312703583,0.9680781758957655,0.9713355048859935,0.9628664495114007,0.9634941329856584,0.9662493151964803,0.003125783074597073,14,0.966118260302981,0.965303795406418,0.9651409024271054,0.9654666883857306,0.9666123778501629,0.9657284048744795,0.0005526921970485376,0.9370166850338201,0.9407739372306949,0.9499230565012284,0.9286015912860015,0.9239982127108748,0.9360626965525238,0.009126174695032881,8,0.9362685798162991,0.9346736193520834,0.9337522477772471,0.9349199453876087,0.937020660596894,0.9353270105860265,0.0011685463669858548,0.8673990442002432,0.8463356979603512,0.8785931330757999,0.8283098140155948,0.8282317552052572,0.8497738888914494,0.020385220753894612,16,0.8403925201334963,0.8443148688969646,0.8403510013198677,0.8479923729118086,0.8579535693525184,0.846200866522931,0.00652457380463739,0.8924048364588547,0.8779200601666656,0.9062728497106944,0.8577670898203574,0.8559181654307033,0.878056600317455,0.019513184203765455,16,0.8707946902076413,0.8736126387590539,0.8697391872338255,0.8776801516337578,0.8868082325855939,0.8757269800839745,0.00618483018338048,18,15,18,17
0.008215999603271485,0.0005406802393562026,1.7053200244903564,0.1582596389009711,manhattan,40,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'uniform'})",0.9641693811074918,0.9674267100977199,0.9693811074918567,0.9609120521172638,0.9621903520208605,0.9648159205670386,0.0031688788543780847,18,0.9654666883857306,0.965303795406418,0.9656295813650432,0.9648151164684802,0.9666123778501629,0.9655655118951669,0.0005901505109025235,0.933094793997953,0.9353336006737367,0.940537054170667,0.9274300844128098,0.9203732959029843,0.9313537658316301,0.0069161990268435235,17,0.9350507808621651,0.9345498219026172,0.936342287829488,0.927802181625062,0.936053867661233,0.9339597879761131,0.0031469349140174478,0.8574251675022284,0.8407215905841543,0.8759140914878527,0.8368170465220068,0.8348063231637537,0.8491368438519992,0.015579955178966754,17,0.847887549231684,0.853403919231065,0.8499510946070961,0.8527768491809096,0.8635235096683288,0.8535085843838168,0.0053869636967166885,0.8826059885248727,0.8727716495541292,0.9009543145851886,0.8672796690399058,0.8620391009210979,0.8771301445250387,0.013721107020325652,17,0.8777839829166472,0.8811915739456482,0.8790520437901596,0.8804223154423395,0.8910184531839962,0.8818936738557582,0.004709221988784972,16,17,16,18
0.009626197814941406,0.0013097464210302782,1.7015065670013427,0.20339774563039562,manhattan,47,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 47, 'weights': 'uniform'})",0.9628664495114007,0.9680781758957655,0.9680781758957655,0.9596091205211726,0.9621903520208605,0.964164454768993,0.0033754228041706943,19,0.9648151164684802,0.9646522234891676,0.9640006515719173,0.9651409024271054,0.965472312703583,0.9648162413320506,0.0004955651816104489,0.9313856291300922,0.9434475113082392,0.9430019780047318,0.9246295865465225,0.9249597313692819,0.9334848872717736,0.0083106006107039,13,0.9333518252346011,0.9310167439081627,0.9332902021219521,0.9292943322941623,0.9358093050638523,0.9325524817245461,0.0022254935653309017,0.861032146692372,0.8464487934462455,0.873824687347827,0.8118170465220068,0.8229539774274794,0.8432153302871861,0.023070334256733993,19,0.8380914644031903,0.839322210519635,0.8350922457122314,0.8473910314620053,0.8498397880415913,0.8419473480277307,0.005668790204679629,0.8864944956656967,0.8793531038189328,0.9009137454646095,0.8400541363566266,0.8519402715748443,0.871751150576142,0.02246234402461311,19,0.8681925774753392,0.8684532633743243,0.8649043047235404,0.8759741827942062,0.8799379162448139,0.8714924489224447,0.005566710000339214,19,19,19,19
0.011168098449707032,0.002914415528451106,0.22122344970703126,0.05644516883686491,cosine,36,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 36, 'weights': 'distance'})",0.965472312703583,0.9739413680781759,0.9706840390879479,0.9635179153094463,0.970664928292047,0.96885611269424,0.0038057694303076472,8,0.9996742140413748,0.9995113210620622,0.9996742140413748,0.9996742140413748,0.9996742671009772,0.9996416460574327,6.51625009256252e-05,0.9297919032828205,0.9505033165399905,0.9304421037230368,0.9262877983454869,0.9339999130214626,0.9342050069825595,0.008508749329611726,9,0.9988893814026792,0.998316730322479,0.9988584474885844,0.9988584474885844,0.9988920482400235,0.99876301098847,0.0002236080400260397,0.8781726274894921,0.8915196296560031,0.8845811401808765,0.8486120099282193,0.8967356741448288,0.8799242162798839,0.016865870846341672,9,0.9988893814026792,0.9983555870652645,0.9989316239316239,0.9989316239316239,0.9988920482400235,0.9988000529142431,0.00022298631121629595,0.898795146907606,0.9163184175999606,0.903891329548534,0.8750857750615728,0.911261591870218,0.9010704521975784,0.01431570875502611,9,0.9988893814026792,0.9983349331758103,0.9988901248178919,0.9988901248178919,0.9988920482400235,0.9987793224908593,0.00022219641458716885,1,1,1,1
0.008412694931030274,0.0005746048533299432,0.23727335929870605,0.003964452413073138,euclidean,42,distance,"OrderedDict({'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'distance'})",0.965472312703583,0.9713355048859935,0.971986970684039,0.9635179153094463,0.9654498044328553,0.9675525016031834,0.0034351721260092467,13,0.9995113210620622,0.9993484280827496,0.9995113210620622,0.9996742140413748,0.9995114006514658,0.999511336979943,0.00010302257081460303,0.9342760920164732,0.9452380061136254,0.9477767435449138,0.9297484223959525,0.9319185411129544,0.9377915610367837,0.0073033742702559,4,0.9983137382330931,0.9977795501989051,0.998316730322479,0.9988584474885844,0.9983190229749863,0.9983174978436097,0.0003411835976793676,0.8695961005306123,0.8698479664403029,0.8867453298220604,0.8414268601834884,0.8571054639973774,0.8649443441947682,0.015069753942425315,12,0.9983574665090622,0.9977795501989051,0.9983555870652645,0.9989316239316239,0.9983601333464065,0.9983568722102524,0.00036432207888169386,0.8935922716382307,0.8988417769418414,0.9111433765241661,0.8708997239809821,0.8831684350035389,0.8915291168177518,0.013696157409628854,12,0.9983343756309183,0.9977795501989051,0.9983349331758103,0.9988901248178919,0.9983383574737151,0.9983354682594481,0.00035119755567864506,13,13,13,12
